audio_path,duration,text,subject_id,utt_id,accent,source_split_file
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-000419.wav,4.584,MY WIFE POINTED OUT TO ME THE BRIGHTNESS OF THE RED GREEN AND YELLOW SIGNAL LIGHTS,sample-00,sample-000419,irish,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-001240.wav,3.216,I THINK SOMEBODY STOLE ONE OF HIS CROWN JEWELS,sample-00,sample-001240,irish,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-001297.wav,2.976,IT SEEMED SO SAFE AND TRANQUIL,sample-00,sample-001297,irish,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-001578.wav,5.52,KATIE SCREAMED THAT THEY WERE GOING TO LOSE,sample-00,sample-001578,irish,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-001641.wav,3.864,THERE IS A SOCIAL FACILITY ON THE OTHER SIDE OF THE ROAD,sample-00,sample-001641,irish,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-001756.wav,2.184,JUST THINGS LIKE THAT,sample-00,sample-001756,irish,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-002072.wav,6.384,THERE WAS A SMALL BUILDING THERE WITH A WINDOW AT WHICH PEOPLE BOUGHT TICKETS TO AFRICA,sample-00,sample-002072,irish,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-002578.wav,13.416,YEAH ITS DEFINITELY WORTH CHECKING OUT ESPECIALLY IF THE PAY IS REASONABLE AND THE WORK IS GOOD FOR YOUR CAREER THERE WAS ABSOLUTELY NO REASON FOR HER TO ANNOUNCE IT TO THE ENTIRE COMPANY,sample-00,sample-002578,irish,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-003097.wav,7.248,'M ALL ABOUT THOSE INVISIBLE COSMIC CONNECTIONS THAT TRANSCEND TIME AND DISTANCE,sample-00,sample-003097,irish,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-003116.wav,2.736,I ADMIT THAT I'M AN ALCOHOLIC,sample-00,sample-003116,irish,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-004841.wav,5.784,NET NEUTRALITY IS FUNDAMENTAL TO FREE SPEECH,sample-00,sample-004841,irish,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-005225.wav,2.784,THEN SUDDENLY HE NOTICED IT WITH A START,sample-00,sample-005225,irish,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-005245.wav,6.984,HE HAD NEVER IMAGINED THAT QUESTIONS ABOUT LIFE WOULD BE OF SUCH IMPORTANCE TO A SHEPHERD,sample-00,sample-005245,irish,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-005596.wav,5.304,BUT JUST BEFORE LUNCHTIME A BOY STOPPED IN FRONT OF THE SHOP,sample-00,sample-005596,irish,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-005664.wav,1.944,AND THEY FOUND THE WATCH ON HIM,sample-00,sample-005664,irish,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-006036.wav,3.864,THE ALCHEMIST STOPPED ABRUPTLY AND BENT TO THE GROUND,sample-00,sample-006036,irish,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-006085.wav,1.944,LET ME COMB YOUR HAIR,sample-00,sample-006085,irish,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-006326.wav,3.744,BECAUSE LIFE WANTS YOU TO ACHIEVE YOUR DESTINY,sample-00,sample-006326,irish,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-006568.wav,3.504,I THOUGHT TONIGHT I'D PUT MISS KELLY THERE,sample-00,sample-006568,irish,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-006757.wav,4.584,IT WAS NOT CLEAR WHO HAD THE RIGHT OF WAY SINCE THE TRAFFIC LIGHTS WERE OFF,sample-00,sample-006757,irish,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-006803.wav,2.376,THE ONE YOU'RE BLOCKING,sample-00,sample-006803,irish,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-007009.wav,3.384,PLASTIC BAGS TURNED OUT TO BE A PROBLEM FOR THE ENVIRONMENT,sample-00,sample-007009,irish,dev.csv
