audio_path,duration,text,subject_id,utt_id,accent,source_split_file
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-006647.wav,5.424,THERE WAS A FLUCTUATION IN THE WATER PRESSURE THAT FED THE WHALE TANK,sample-00,sample-006647,southatlantic,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-01/wav/sample-014124.wav,4.896,IT IS RARE THAT I GET TO SIT DOWN AND WRITE DURING THE DAY,sample-01,sample-014124,southatlantic,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-01/wav/sample-016761.wav,2.736,IF THAT GUY LAYS AN EGG,sample-01,sample-016761,southatlantic,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-02/wav/sample-022708.wav,4.416,I FAILED TO REACH A CONCLUSIVE INTERPRETATION,sample-02,sample-022708,southatlantic,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-02/wav/sample-023137.wav,5.136,THE PRESIDENT HEROICALLY FOUGHT AGAINST SUCH SAVAGERY,sample-02,sample-023137,southatlantic,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-02/wav/sample-024946.wav,4.224,YOU THINK IT'S EASY,sample-02,sample-024946,southatlantic,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-02/wav/sample-026325.wav,3.216,THERE'S A COPY ON MY DESK,sample-02,sample-026325,southatlantic,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-02/wav/sample-028727.wav,4.464,ARTISANAL GIN BAR SERIOUSLY,sample-02,sample-028727,southatlantic,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-02/wav/sample-029352.wav,3.384,THE STICKER WAS PEELING FROM THE ITEM,sample-02,sample-029352,southatlantic,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-03/wav/sample-035613.wav,3.024,THIS CUP IS MADE OF POLYSTYRENE,sample-03,sample-035613,southatlantic,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-03/wav/sample-036398.wav,2.904,I DON'T KNOW YOU,sample-03,sample-036398,southatlantic,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-03/wav/sample-038499.wav,2.784,I DIDN'T DO IT,sample-03,sample-038499,southatlantic,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-03/wav/sample-039386.wav,3.816,I'M FEELING TOO GOOD,sample-03,sample-039386,southatlantic,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-04/wav/sample-044188.wav,2.304,WE DON'T HAVE TO GIVE UP OUR CLUB,sample-04,sample-044188,southatlantic,test.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-04/wav/sample-046382.wav,6.216,IT WAS HARASSMENT PURE AND SIMPLE,sample-04,sample-046382,southatlantic,test.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-05/wav/sample-050447.wav,5.016,TEAM WILL MEET UP AT POINT B WITH TEAM,sample-05,sample-050447,southatlantic,test.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-05/wav/sample-056620.wav,4.104,MAKE ROOM FOR MRS CHELSEA,sample-05,sample-056620,southatlantic,test.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-05/wav/sample-057662.wav,3.624,HE'S THE MAN THE ADS ARE WRITTEN FOR,sample-05,sample-057662,southatlantic,test.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-05/wav/sample-059813.wav,1.584,YOU TELEPHONED ME TO MEET YOU,sample-05,sample-059813,southatlantic,test.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-06/wav/sample-061072.wav,3.936,WHAT'S THE IDEA OF LOCKING THIS,sample-06,sample-061072,southatlantic,test.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-06/wav/sample-064582.wav,3.696,ONLY ONE WAY YOU CAN HELP ME,sample-06,sample-064582,southatlantic,test.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-06/wav/sample-065553.wav,4.104,WE JUST LOST OUR HEADS AND ACTED LIKE A MOB,sample-06,sample-065553,southatlantic,test.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-07/wav/sample-072483.wav,2.424,DO I KNOCK OR SOMETHING,sample-07,sample-072483,southatlantic,test.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-07/wav/sample-074731.wav,3.216,IT GOES ON THE CALENDAR FOR NEXT WEEK,sample-07,sample-074731,southatlantic,test.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-07/wav/sample-075668.wav,3.216,THEN CAME A WAR,sample-07,sample-075668,southatlantic,test.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-07/wav/sample-079083.wav,3.264,YOU WOULDN'T WANT TO KILL ANYBODY,sample-07,sample-079083,southatlantic,test.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-07/wav/sample-079638.wav,3.384,I THINK YOU'RE CRAZY,sample-07,sample-079638,southatlantic,train.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-08/wav/sample-082219.wav,3.384,THEY CAN'T USE THE JENA DOUG CLUBS FOR POLITICS,sample-08,sample-082219,southatlantic,train.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-08/wav/sample-087187.wav,2.712,SHE WAS WAITING FOR HER RESPONSE,sample-08,sample-087187,southatlantic,train.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-08/wav/sample-089771.wav,2.736,I'LL SHOW THOSE GUYS,sample-08,sample-089771,southatlantic,train.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-09/wav/sample-096824.wav,2.496,AND THEY FOUND THE WATCH ON HIM,sample-09,sample-096824,southatlantic,train.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-09/wav/sample-098902.wav,3.096,AND UP A DIME,sample-09,sample-098902,southatlantic,train.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-10/wav/sample-100617.wav,3.336,HE STILL CALLS HIS MOTHER 'MUMMY',sample-10,sample-100617,southatlantic,train.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-10/wav/sample-100886.wav,2.736,YOU'VE GOT SWELL FORM,sample-10,sample-100886,southatlantic,train.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-10/wav/sample-104312.wav,4.536,IT'S EASY TO DO HERE IN THE KITCHEN,sample-10,sample-104312,southatlantic,train.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-10/wav/sample-107921.wav,6.096,THE SECRETARY TUGGED AT A LOOSE FIBRE,sample-10,sample-107921,southatlantic,train.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-11/wav/sample-111652.wav,5.496,WHAT WOULD IT TAKE TO CONVINCE YOU TO RETURN MY DOORMAT,sample-11,sample-111652,southatlantic,train.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-11/wav/sample-112409.wav,3.624,OR DO YOU THINK IT WOULD SPOIL HIM,sample-11,sample-112409,southatlantic,train.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-11/wav/sample-114264.wav,4.296,I'VE GOT NOBODY ELSE TO LEAVE IT TO,sample-11,sample-114264,southatlantic,train.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-12/wav/sample-122874.wav,2.736,YOUR AGE FITS YOU,sample-12,sample-122874,southatlantic,train.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-12/wav/sample-124467.wav,3.504,THEY WERE ALL STANDING AROUND WHEN SHE WROTE IT,sample-12,sample-124467,southatlantic,train.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-12/wav/sample-125108.wav,2.304,YOU'VE NEVER BEEN BORN,sample-12,sample-125108,southatlantic,train.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-12/wav/sample-128570.wav,5.736,ITS TIME SAID HIS FATHER AND HE WAS RIGHT,sample-12,sample-128570,southatlantic,train.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-13/wav/sample-131883.wav,8.856,HOLD YOUR NOSE TO KEEP THE SMELL FROM DISABLING YOUR MOTOR FUNCTIONS,sample-13,sample-131883,southatlantic,train.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-13/wav/sample-132642.wav,4.296,YOU AND I WERE THE ONLY ONES THAT KEPT OUR HEADS,sample-13,sample-132642,southatlantic,train.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-13/wav/sample-136580.wav,2.616,WHICH ONE IS MINE,sample-13,sample-136580,southatlantic,train.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-13/wav/sample-139246.wav,4.104,I DIDN'T MEAN TO SHOOT HIM,sample-13,sample-139246,southatlantic,train.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-14/wav/sample-140712.wav,1.824,WHICH ONE OF THESE MEN IS IT,sample-14,sample-140712,southatlantic,train.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-14/wav/sample-141720.wav,4.224,WANT ME TO HANG PAINTINGS AT THEIR CONVENIENCE,sample-14,sample-141720,southatlantic,train.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-14/wav/sample-144040.wav,4.704,I BELIEVE THAT THIS IS NOT EXPLAINED IN THE TEXT,sample-14,sample-144040,southatlantic,train.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-14/wav/sample-148394.wav,3.096,THE PICNIC WAS RUINED BY A MARCHING BAND,sample-14,sample-148394,southatlantic,train.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-15/wav/sample-151132.wav,2.496,DON'T BE A FOOL,sample-15,sample-151132,southatlantic,train.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-15/wav/sample-152732.wav,2.304,DO YOU KNOW HIM,sample-15,sample-152732,southatlantic,train.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-15/wav/sample-153772.wav,2.616,YOU HAVEN'T TOLD ME,sample-15,sample-153772,southatlantic,train.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-15/wav/sample-157994.wav,4.224,I WOULD IF I THOUGHT I'D HEAR ANYTHING WORTH LISTENING TO,sample-15,sample-157994,southatlantic,train.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-15/wav/sample-158605.wav,2.784,CAUSE YOU KNOW HOW POLITICIANS ARE,sample-15,sample-158605,southatlantic,train.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-15/wav/sample-158769.wav,2.304,DO YOU LIKE COOKING,sample-15,sample-158769,southatlantic,train.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-17/wav/sample-170112.wav,3.456,THE BEACH LOOKED SO BEAUTIFULLY,sample-17,sample-170112,southatlantic,train.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-17/wav/sample-170167.wav,2.496,YOU CAN HEAR OUT OF IT,sample-17,sample-170167,southatlantic,train.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-17/wav/sample-173621.wav,3.096,WE'RE GOING TO SHOOT THE WORKS,sample-17,sample-173621,southatlantic,train.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-17/wav/sample-176471.wav,3.984,THIS DRAFTY OLD BARN,sample-17,sample-176471,southatlantic,train.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-18/wav/sample-181488.wav,3.696,I BET YOU SHE'D KNOW HOW TO SAY IT ALL RIGHT,sample-18,sample-181488,southatlantic,train.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-18/wav/sample-187716.wav,4.272,THE PYTHON WASN'T A SNAKE IT WAS A PROGRAMMING LANGUAGE,sample-18,sample-187716,southatlantic,train.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-19/wav/sample-193962.wav,3.984,SOMEHOW THE PARAGRAPHS BLURRED INTO EACH OTHER,sample-19,sample-193962,southatlantic,train.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/cv-valid-test/wav/sample-000638.wav,2.784,HE'S IN THE INSURANCE BUSINESS,cv-valid-test,sample-000638,southatlantic,train.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/cv-valid-test/wav/sample-000990.wav,3.024,THE SPACE WAS SPARTAN ALMOST BARE,cv-valid-test,sample-000990,southatlantic,train.csv
