audio_path,duration,text,subject_id,utt_id,accent,source_split_file
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-000797.wav,1.728,JUST AS A RULE OF THUMB,sample-00,sample-000797,welsh,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-001106.wav,2.136,AUGUST MAY HAVE ENDED EARLY,sample-00,sample-001106,welsh,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-001266.wav,2.664,I NEED TEN DOLLARS,sample-00,sample-001266,welsh,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-001444.wav,2.856,THE NIGHT WAS WARM AND I WAS THIRSTY,sample-00,sample-001444,welsh,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-002383.wav,3.024,SHE HOISTED UP THE PIRATE FLAG,sample-00,sample-002383,welsh,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-002771.wav,3.096,TOO MANY CONCESSIONS HAVE BEEN MADE,sample-00,sample-002771,welsh,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-003012.wav,3.624,THAT HOLE IN THE WALL WAS TOO SMALL FOR HIM TO FIT THROUGH,sample-00,sample-003012,welsh,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-003114.wav,2.496,THERE'S A PLACE TO SIT DOWN,sample-00,sample-003114,welsh,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-003247.wav,4.272,HUNDREDS OF OBSERVERS SAW THE FLAME THAT NIGHT AND THE NIGHT AFTER,sample-00,sample-003247,welsh,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-003435.wav,3.192,IT BROUGHT HIS HEART INTO HIS MOUTH,sample-00,sample-003435,welsh,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-003636.wav,6.24,WHEN HE SAW HENDERSON IN HIS GARDEN HE CALLED OVER THE FENCE AND MADE HIMSELF UNDERSTOOD,sample-00,sample-003636,welsh,dev.csv
