audio_path,duration,text,subject_id,utt_id,accent,source_split_file
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-000019.wav,3.72,THEN THEY GOT AHOLD OF SOME DOUGH AND WENT GOOFY,sample-00,sample-000019,australian,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-000027.wav,3.504,DON'T LET THEM SEE THAT YOU'RE AFRAID THE ALCHEMIST SAID,sample-00,sample-000027,australian,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-000036.wav,4.944,ASK THE OWNER OF THAT STALL HOW MUCH THE SWORD COSTS HE SAID TO HIS FRIEND,sample-00,sample-000036,australian,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-000049.wav,3.864,SO HOW WILL WE NAME ALL THESE HURRICANES,sample-00,sample-000049,australian,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-000133.wav,6.072,HE HEARD A MUFFLED GRATING SOUND AND SAW THE BLACK MARK JERK FORWARD AN INCH OR SO,sample-00,sample-000133,australian,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-000248.wav,2.424,NO THE ALCHEMIST ANSWERED,sample-00,sample-000248,australian,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-000453.wav,4.104,WHEN THE SIMUM CEASED TO BLOW EVERYONE LOOKED TO THE PLACE WHERE THE BOY HAD BEEN,sample-00,sample-000453,australian,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-000454.wav,2.136,THE FOREST BURNED FOR THIRTEEN DAYS,sample-00,sample-000454,australian,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-000600.wav,4.104,LOOKING THROUGH THE TELESCOPE I SAW A CIRCLE OF DEEP BLUE AND THE LITTLE ROUND PLANET,sample-00,sample-000600,australian,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-000793.wav,3.024,STRANGE IMAGES PASSED THROUGH MY MIND,sample-00,sample-000793,australian,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-000811.wav,2.76,THAT'S WHY I KEEP LOSING,sample-00,sample-000811,australian,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-000844.wav,3.456,'M ALL ABOUT THOSE INVISIBLE COSMIC CONNECTIONS THAT TRANSCEND TIME AND DISTANCE,sample-00,sample-000844,australian,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-000877.wav,3.864,HE HAD BEEN TO THE VILLAGE ONLY ONCE THE YEAR BEFORE,sample-00,sample-000877,australian,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-000915.wav,3.384,I JUMPED IN TO SAVE RACHEL,sample-00,sample-000915,australian,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-001045.wav,5.136,I THINK SOMEBODY STOLE ONE OF HIS CROWN JEWELS,sample-00,sample-001045,australian,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-001093.wav,3.528,AS I WATCHED THE PLANET SEEMED TO GROW LARGER AND SMALLER,sample-00,sample-001093,australian,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-001146.wav,3.576,THE LOAFERS AND GOLF CADDIES WERE USED TO HANGING OUT NEAR THE RAILWAY STATION,sample-00,sample-001146,australian,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-001237.wav,2.904,NOT WITH MY MONEY,sample-00,sample-001237,australian,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-001245.wav,1.896,WHAT DOES HE DO ALL DAY,sample-00,sample-001245,australian,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-001289.wav,5.064,SUDDENLY HE DISAPPEARED AND I COULD HEAR A FAINT SHRIEK BEHIND THE WALLS,sample-00,sample-001289,australian,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-001374.wav,1.944,NOTHING'S GOING TO HAPPEN,sample-00,sample-001374,australian,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-001395.wav,4.32,FOR AT THAT TIME IT HAD NOT OCCURRED TO HIM THAT IT MIGHT BE HOLLOW,sample-00,sample-001395,australian,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-001405.wav,2.376,MRS SARAH DOESN'T EITHER,sample-00,sample-001405,australian,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-001434.wav,2.904,THE PIXEL PROBABILITIES ARE CONDITIONED ON THE MODEL STATE,sample-00,sample-001434,australian,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-001445.wav,3.624,WE'RE GOING TO TAKE HER OVER TO MY PRIVATE OFFICE,sample-00,sample-001445,australian,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-001499.wav,3.744,THE VISION VANISHED IMMEDIATELY BUT IT HAD SHAKEN HIM,sample-00,sample-001499,australian,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-001622.wav,5.496,IT WAS THE FIRST TIME EITHER HAD TOUCHED THE OTHER,sample-00,sample-001622,australian,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-001668.wav,4.512,THE THOUGHT WAS SO DREADFUL TO HIM THAT HE FORGOT ABOUT THE HEAT AND WENT FORWARD,sample-00,sample-001668,australian,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-001797.wav,6.72,HE HAD USED THE TWO STONES ONLY ONCE ONE MORNING WHEN HE WAS AT A MARKETPLACE,sample-00,sample-001797,australian,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-001953.wav,3.576,THE USB DEVICE DIDN'T FUNCTION CORRECTLY,sample-00,sample-001953,australian,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-001975.wav,6.696,ABOUT ELEVEN I WALKED BACK TO MY HOME IN MAYBURY BECAUSE NOTHING SEEMED TO BE HAPPENING,sample-00,sample-001975,australian,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-001980.wav,3.072,THAT WAS UNTIL THE SITE WAS BLOCKED,sample-00,sample-001980,australian,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-002012.wav,3.408,HOW DID PETER LOVELACE GET THAT GUN,sample-00,sample-002012,australian,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-002043.wav,2.832,THESE SCISSORS CAN CUT METAL,sample-00,sample-002043,australian,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-002045.wav,1.848,SOME PLACE TO LIVE,sample-00,sample-002045,australian,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-002052.wav,4.824,THE NEWSPAPER ARTICLES HAD PREPARED EVERYONE FOR THE RECEPTION OF THE IDEA,sample-00,sample-002052,australian,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-002243.wav,2.616,SOMETHING INSIDE THE CYLINDER WAS UNSCREWING THE TOP,sample-00,sample-002243,australian,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-002245.wav,4.224,FLOWERS OR ANOTHER MAGAZINE SUBSCRIPTION,sample-00,sample-002245,australian,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-002292.wav,2.784,TELL THEM MRS CRAIG IS HERE,sample-00,sample-002292,australian,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-002296.wav,1.944,SHE DIDN'T HAVE ONE,sample-00,sample-002296,australian,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-002454.wav,3.6,THE SUNSET FADED INTO TWILIGHT BEFORE ANYTHING ELSE HAPPENED,sample-00,sample-002454,australian,dev.csv
/data/mtseng/voice_datasets/CommonVoice_v11/data/sample-00/wav/sample-002473.wav,3.552,THERE WAS VERY LITTLE TALKING,sample-00,sample-002473,australian,dev.csv
